Company,TypeName,Inches,Ram,OpSys,Price,Res_Width,Res_Height,Is_IPS,Cpu_Gamme,Cpu_Frequence_GHz,has_ssd,has_hdd,has_flash,has_hybrid,total_memory_gb,gpu_brand,has_intel_gpu,has_nvidia_gpu,has_amd_gpu,weight_kg
Lenovo,Notebook,14.0,4,Windows 10,52747.2,1366,768,0,Intel Core i5,2.5,0,1,0,0,500.0,Intel,1,0,0,2.02
HP,Workstation,17.3,8,Windows 10,99153.5472,1600,900,0,Intel Core i5,2.8,0,1,0,0,500.0,Nvidia,0,1,0,3.14
HP,Notebook,14.0,8,Windows 10,20725.92,1366,768,0,Intel Pentium Quad,1.6,0,1,0,0,2048.0,Intel,1,0,0,1.94
HP,Notebook,15.6,6,Windows 10,34578.72,1920,1080,1,AMD A9-Series A9-9420,3.0,1,0,0,0,256.0,AMD,0,0,1,1.95
Lenovo,Notebook,15.6,8,Windows 10,44222.4,1920,1080,0,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,2.3
Lenovo,Notebook,15.6,4,Windows 10,36496.8,1920,1080,0,Intel Core i5,1.6,0,1,0,0,500.0,Intel,1,0,0,2.05
Mediacom,Notebook,14.0,4,Windows 10,13266.72,1920,1080,0,Intel Atom x5-Z8350,1.44,1,0,0,0,32.0,Intel,1,0,0,1.4
Toshiba,Ultrabook,14.0,16,Windows 10,99367.2,1920,1080,0,Intel Core i7,2.7,1,0,0,0,512.0,Intel,1,0,0,1.24
Lenovo,Gaming,17.3,32,Windows 10,141884.64,1920,1080,1,Intel Core i7,2.7,1,1,0,0,1280.0,Nvidia,0,1,0,4.6
MSI,Gaming,17.3,16,Windows 10,145401.12,1920,1080,0,Intel Core i7,2.9,1,1,0,0,1536.0,Nvidia,0,1,0,4.14
Dell,Notebook,15.6,8,Linux,39907.2528,1920,1080,0,Intel Core i7,2.7,1,0,0,0,256.0,AMD,0,0,1,2.2
Mediacom,Notebook,14.0,4,Windows 10,20725.92,1920,1080,1,Intel Celeron Quad,1.1,1,0,0,0,32.0,Intel,1,0,0,1.45
Dell,Notebook,15.6,8,Windows 10,53733.9456,1366,768,0,Intel Core i5,2.6,0,1,0,0,500.0,Intel,1,0,0,1.9
HP,Notebook,13.3,4,Windows 10,38308.32,1920,1080,0,Intel Core i3,2.4,1,0,0,0,128.0,Intel,1,0,0,1.49
Dell,Notebook,15.6,16,Windows 10,81912.1392,1920,1080,0,Intel Core i7,2.8,1,0,0,0,256.0,Nvidia,0,1,0,1.93
Dell,Netbook,11.6,4,Chrome OS,15717.6,1366,768,0,Intel Celeron Dual,1.6,0,0,1,0,16.0,Intel,1,0,0,1.26
MSI,Gaming,17.3,16,Windows 10,125154.72,1920,1080,0,Intel Core i7,2.7,1,1,0,0,1152.0,Nvidia,0,1,0,4.5
HP,Gaming,17.3,16,Windows 10,79813.44,1920,1080,1,Intel Core i7,2.8,1,1,0,0,1280.0,Nvidia,0,1,0,3.78
Lenovo,Ultrabook,14.0,12,Windows 10,89137.44,1920,1080,1,Intel Core i7,2.6,1,0,0,0,256.0,Intel,1,0,0,8.4
Lenovo,Notebook,15.6,12,Windows 10,32447.52,1366,768,0,Intel Core i7,1.8,0,1,0,0,1024.0,Intel,1,0,0,2.2
Asus,Gaming,17.3,8,Windows 10,94305.6,1920,1080,1,Intel Core i5,2.5,1,1,0,0,1152.0,Nvidia,0,1,0,2.73
Asus,2 in 1 Convertible,15.6,8,Windows 10,39373.92,1366,768,0,Intel Core i5,2.5,0,1,0,0,1024.0,Intel,1,0,0,2.2
Lenovo,Notebook,15.6,12,Windows 10,50562.72,1920,1080,0,AMD A12-Series 9720P,3.6,1,0,0,0,512.0,AMD,0,0,1,2.2
Dell,2 in 1 Convertible,31.6,4,Windows 10,32127.84,1366,768,0,Intel Core M,1.0,1,0,0,0,128.0,Intel,1,0,0,1.39
Samsung,Notebook,15.6,16,Windows 10,90522.72,1920,1080,0,Intel Core i7,2.8,1,1,0,0,1152.0,Nvidia,0,1,0,2.5
Lenovo,Notebook,17.3,4,No OS,28185.12,1920,1080,0,Intel Core i3,2.0,0,1,0,0,500.0,Intel,1,0,0,2.8
Lenovo,Notebook,15.6,8,Windows 10,24455.52,1366,768,0,Intel Core i3,2.3,0,1,0,0,1024.0,Intel,1,0,0,2.29
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,107892.0,1920,1080,1,Intel Core i7,2.7,1,0,0,0,512.0,Intel,1,0,0,1.37
Lenovo,Notebook,14.0,8,Windows 10,78534.72,1920,1080,1,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,1.7
Dell,2 in 1 Convertible,12.5,8,Windows 10,88977.6,1920,1080,0,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,1.34
Dell,Workstation,15.6,8,Windows 10,93932.64,1920,1080,0,Intel Core i7,2.8,1,0,0,0,256.0,Nvidia,0,1,0,2.06
HP,Notebook,15.6,8,Windows 10,64948.32,1920,1080,0,Intel Core i7,2.7,1,0,0,0,256.0,Intel,1,0,0,1.84
HP,Notebook,15.6,4,Windows 10,35616.6144,1366,768,0,Intel Core i3,2.4,0,1,0,0,500.0,Intel,1,0,0,2.1
Acer,Notebook,14.0,4,Windows 10,17529.12,1920,1080,0,Intel Celeron Quad,1.1,0,0,1,0,32.0,Intel,1,0,0,1.6
MSI,Gaming,17.3,16,Windows 10,117162.72,1920,1080,0,Intel Core i7,2.7,1,1,0,0,1152.0,Nvidia,0,1,0,4.14
Dell,Notebook,15.6,4,Linux,24775.2,1366,768,0,Intel Core i3,2.0,0,1,0,0,1024.0,AMD,0,0,1,2.18
MSI,Gaming,15.6,16,Windows 10,122490.72,3840,2160,0,Intel Core i7,2.8,1,1,0,0,2304.0,Nvidia,0,1,0,1.8
Toshiba,Notebook,15.6,8,Windows 10,74538.72,1920,1080,1,Intel Core i7,2.5,1,0,0,0,256.0,Intel,1,0,0,2.2
Lenovo,Notebook,15.6,6,Windows 10,30049.92,1920,1080,0,Intel Core i5,2.5,0,1,0,0,1024.0,Intel,1,0,0,2.4
Lenovo,2 in 1 Convertible,15.6,8,Windows 10,69210.72,1920,1080,1,Intel Core i7,2.8,1,0,0,0,256.0,Intel,1,0,0,2.0
Acer,Notebook,14.0,4,Windows 10,18594.72,1366,768,0,Intel Pentium Quad,1.6,0,0,1,0,128.0,Intel,1,0,0,1.6
Lenovo,Notebook,15.6,32,Windows 10,261018.72,3840,2160,1,Intel Xeon E3-1535M,3.1,1,0,0,0,1024.0,Nvidia,0,1,0,2.5
Dell,Gaming,15.6,16,Windows 10,46833.6528,1920,1080,0,Intel Core i7,2.6,0,1,0,0,1024.0,Nvidia,0,1,0,2.59
Dell,Notebook,15.6,4,Linux,23650.992,1366,768,0,Intel Core i3,2.0,0,1,0,0,1024.0,Intel,1,0,0,2.18
Dell,Notebook,15.6,4,Linux,19127.52,1366,768,0,Intel Core i3,2.0,0,1,0,0,1024.0,Intel,1,0,0,2.25
Dell,Notebook,15.6,4,Linux,46300.32,1366,768,0,Intel Core i5,2.6,0,1,0,0,500.0,Intel,1,0,0,1.93
Asus,Gaming,17.3,8,Windows 10,62231.04,1920,1080,0,Intel Core i7,2.8,1,1,0,0,1152.0,Nvidia,0,1,0,3.0
HP,Ultrabook,15.6,8,Windows 10,74005.92,1920,1080,0,Intel Core i7,2.7,1,0,0,0,512.0,Intel,1,0,0,1.84
MSI,Gaming,15.6,16,Windows 10,120831.5808,1920,1080,0,Intel Core i7,2.8,1,1,0,0,1280.0,Nvidia,0,1,0,2.94
Acer,2 in 1 Convertible,11.6,4,Chrome OS,20193.12,1366,768,1,Intel Celeron Quad,1.6,0,0,1,0,32.0,Intel,1,0,0,1.25
HP,Notebook,14.0,8,Windows 10,59886.72,1366,768,0,Intel Core i5,2.6,1,0,0,0,256.0,Intel,1,0,0,2.31
Lenovo,Notebook,14.0,8,Windows 7,78055.2,1920,1080,0,Intel Core i5,2.3,1,0,0,0,256.0,Intel,1,0,0,1.65
Dell,Notebook,15.6,4,Windows 10,41345.28,1920,1080,0,Intel Core i5,1.6,0,1,0,0,1024.0,AMD,0,0,1,2.2
Fujitsu,Notebook,15.6,8,Windows 10,42570.72,1366,768,0,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,2.2
HP,Notebook,15.6,4,Windows 7,49656.96,1366,768,0,Intel Core i5,2.3,0,1,0,0,500.0,Intel,1,0,0,1.88
Mediacom,Notebook,14.0,2,Windows 10,12733.92,1920,1080,0,Intel Atom x5-Z8350,1.44,0,0,1,0,32.0,Intel,1,0,0,1.4
Lenovo,Notebook,15.6,4,No OS,24935.04,1920,1080,0,Intel Core i5,2.5,1,0,0,0,128.0,Intel,1,0,0,2.2
Asus,2 in 1 Convertible,13.3,6,Windows 10,34046.4528,1920,1080,0,Intel Core i5,2.5,0,1,0,0,1024.0,Intel,1,0,0,1.5
Asus,Ultrabook,14.0,16,Windows 10,101232.0,1920,1080,0,Intel Core i7,2.7,1,0,0,0,512.0,Intel,1,0,0,11.1
Dell,Gaming,15.6,16,Windows 10,78801.12,1920,1080,0,Intel Core i7,2.8,1,1,0,0,1280.0,Nvidia,0,1,0,2.62
Lenovo,Notebook,15.6,4,Windows 10,44169.12,1920,1080,0,Intel Core i5,1.6,1,0,0,0,256.0,Intel,1,0,0,1.8
Lenovo,Notebook,15.6,4,Windows 10,30849.12,1920,1080,0,Intel Core i3,2.0,0,1,0,0,1024.0,Nvidia,0,1,0,2.2
Asus,Notebook,15.6,8,Windows 10,21258.72,1366,768,0,Intel Celeron Dual,1.1,0,1,0,0,1024.0,Intel,1,0,0,2.0
Asus,Notebook,15.6,8,Windows 10,48304.7136,1920,1080,0,Intel Core i5,2.5,0,1,0,0,1024.0,Nvidia,0,1,0,1.99
Dell,Ultrabook,13.3,8,Windows 10,99580.32,3200,1800,0,Intel Core i5,1.6,1,0,0,0,256.0,Intel,1,0,0,1.23
Lenovo,Notebook,14.0,2,Windows 10,13266.72,1366,768,0,Intel Celeron Dual,1.6,0,0,1,0,32.0,Intel,1,0,0,1.42
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,93635.3376,1920,1080,1,Intel Core i7,2.7,1,0,0,0,256.0,Intel,1,0,0,1.37
Dell,Notebook,15.6,16,Windows 10,127818.72,3840,2160,0,Intel Core i7,2.8,1,0,0,0,1024.0,Nvidia,0,1,0,2.06
Lenovo,Gaming,15.6,8,Windows 10,59087.52,1920,1080,1,Intel Core i7,2.8,1,1,0,0,1152.0,Nvidia,0,1,0,2.5
HP,Notebook,17.0,8,Windows 10,27753.552,1600,900,0,AMD A9-Series 9420,3.0,0,1,0,0,1024.0,AMD,0,0,1,2.6
Lenovo,Ultrabook,14.0,16,Windows 10,130536.0,1920,1080,1,Intel Core i7,2.7,1,0,0,0,512.0,Intel,1,0,0,1.14
Asus,Gaming,15.6,8,No OS,62284.32,1920,1080,1,Intel Core i7,2.8,0,1,0,0,1024.0,Nvidia,0,1,0,2.5
Acer,Notebook,15.6,4,Windows 10,23976.0,1366,768,0,Intel Core i3,2.0,0,1,0,0,500.0,Intel,1,0,0,2.4
Lenovo,Notebook,14.0,4,Windows 10,14598.72,1366,768,0,Intel Celeron Dual,1.6,0,0,1,0,32.0,Intel,1,0,0,1.43
Acer,Ultrabook,14.0,8,Windows 10,48964.32,1920,1080,1,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,1.8
Razer,Gaming,14.0,16,Windows 10,138474.72,1920,1080,0,Intel Core i7,2.8,1,0,0,0,256.0,Nvidia,0,1,0,1.95
Toshiba,Notebook,13.3,8,Windows 10,64628.64,1920,1080,0,Intel Core i5,2.3,1,0,0,0,256.0,Intel,1,0,0,1.2
Lenovo,Ultrabook,12.5,8,Windows 10,84395.52,1920,1080,1,Intel Core i7,2.7,1,0,0,0,256.0,Intel,1,0,0,1.36
Asus,Gaming,17.3,32,Windows 10,149130.72,1920,1080,1,Intel Core i7,2.7,1,0,0,0,512.0,Nvidia,0,1,0,3.8
Acer,Gaming,15.6,8,Linux,37775.52,1920,1080,0,Intel Core i5,2.5,0,1,0,0,1024.0,Nvidia,0,1,0,2.4
Dell,Ultrabook,13.3,8,Windows 10,77250.672,1920,1080,0,Intel Core i5,1.6,1,0,0,0,256.0,Intel,1,0,0,1.2
MSI,Gaming,15.6,8,Windows 10,63499.104,1920,1080,0,Intel Core i7,2.8,1,1,0,0,1152.0,Nvidia,0,1,0,2.2
HP,Notebook,15.6,4,No OS,19441.872,1366,768,0,Intel Core i3,2.0,0,1,0,0,500.0,Intel,1,0,0,1.86
Toshiba,Notebook,15.6,8,Windows 10,56689.92,1920,1080,1,Intel Core i5,2.5,0,1,0,0,500.0,Intel,1,0,0,2.0
Dell,Notebook,15.6,8,Windows 10,48964.32,1920,1080,0,Intel Core i7,1.8,1,0,0,0,256.0,AMD,0,0,1,6.2
Dell,Notebook,15.6,16,Windows 10,60472.8,1920,1080,0,Intel Core i7,1.8,1,1,0,0,2304.0,AMD,0,0,1,2.2
Lenovo,Gaming,15.6,8,Windows 10,63722.88,1920,1080,1,Intel Core i7,2.6,1,1,0,0,1152.0,Nvidia,0,1,0,3.31
Dell,Gaming,17.3,32,Windows 10,167691.8736,3840,2160,1,Intel Core i7,2.8,1,1,0,0,1536.0,Nvidia,0,1,0,4.42
Dell,Notebook,14.0,8,Windows 10,65481.12,1920,1080,0,Intel Core i5,2.4,1,0,0,0,256.0,Intel,1,0,0,1.56
Lenovo,Notebook,15.6,4,Windows 10,22324.32,1366,768,0,Intel Celeron Dual,1.1,0,1,0,0,500.0,Intel,1,0,0,2.2
Lenovo,Notebook,15.6,4,Windows 10,28504.8,1920,1080,0,Intel Core i5,2.3,0,1,0,0,500.0,Intel,1,0,0,2.2
HP,Notebook,15.6,6,Windows 10,28717.92,1920,1080,0,Intel Core i3,2.0,0,1,0,0,1024.0,AMD,0,0,1,2.04
MSI,Gaming,17.3,8,Windows 10,79215.1056,1920,1080,0,Intel Core i7,2.8,1,1,0,0,1152.0,Nvidia,0,1,0,2.7
Toshiba,Notebook,15.6,4,Windows 10,26533.44,1366,768,0,Intel Core i3,2.1,1,0,0,0,128.0,Intel,1,0,0,2.1
HP,Notebook,15.6,8,Windows 10,39693.6,1920,1080,0,Intel Core i7,2.7,0,1,0,0,1024.0,AMD,0,0,1,2.1
Toshiba,Notebook,15.6,8,Windows 10,67026.24,1920,1080,1,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,2.0
Acer,Notebook,15.6,4,Linux,21951.36,1366,768,0,Intel Core i3,2.0,1,0,0,0,128.0,Intel,1,0,0,2.1
Microsoft,Ultrabook,13.5,8,Windows 10 S,99519.048,2256,1504,0,Intel Core i7,2.8,1,0,0,0,256.0,Intel,1,0,0,1.252
Lenovo,Notebook,15.6,8,Windows 10,43580.376,1920,1080,0,Intel Core i5,2.5,1,1,0,0,1152.0,AMD,0,0,1,1.9
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,55091.52,1920,1080,1,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,1.3
Lenovo,Notebook,35.6,4,Windows 10,18594.72,1366,768,0,AMD E-Series E2-9000,2.2,1,0,0,0,128.0,AMD,0,0,1,2.2
HP,2 in 1 Convertible,14.0,4,Windows 10,37242.72,1920,1080,1,Intel Core i3,2.4,1,0,0,0,128.0,Nvidia,0,1,0,1.63
MSI,Gaming,15.6,16,Windows 10,68944.32,1920,1080,0,Intel Core i7,2.8,1,1,0,0,1280.0,Nvidia,0,1,0,2.4
Asus,Ultrabook,14.0,8,Windows 10,60472.8,1920,1080,0,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,1.1
HP,2 in 1 Convertible,11.6,8,Chrome OS,26373.6,1366,768,0,Intel Celeron Dual,1.1,0,0,1,0,64.0,Intel,1,0,0,1.4
LG,Ultrabook,15.6,8,Windows 10,122490.72,1920,1080,1,Intel Core i7,1.8,1,0,0,0,512.0,Intel,1,0,0,1.09
Acer,Gaming,15.6,16,Windows 10,69210.72,1920,1080,0,Intel Core i5,2.5,1,0,0,0,256.0,Nvidia,0,1,0,2.5
MSI,Gaming,15.6,8,Windows 10,53168.112,1920,1080,0,Intel Core i5,2.5,1,0,0,0,256.0,Nvidia,0,1,0,2.2
Asus,Notebook,15.6,4,Windows 10,22324.32,1366,768,0,Intel Celeron Dual,1.1,1,0,0,0,128.0,Intel,1,0,0,1.86
Dell,Gaming,15.6,16,Windows 10,109277.28,1920,1080,0,Intel Core i5,2.5,1,1,0,0,1152.0,Nvidia,0,1,0,3.21
HP,Notebook,17.3,4,Windows 10,37242.72,1920,1080,1,Intel Core i3,2.0,1,0,0,0,256.0,AMD,0,0,1,2.5
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,79866.72,1920,1080,1,Intel Core i7,1.8,1,0,0,0,512.0,Intel,1,0,0,1.19
Dell,Gaming,15.6,16,Windows 10,149916.6,1920,1080,0,Intel Core i7,2.9,1,1,0,0,1280.0,Nvidia,0,1,0,3.49
HP,Notebook,15.6,4,Windows 10,32639.8608,1366,768,0,Intel Core i5,2.5,0,1,0,0,500.0,AMD,0,0,1,1.86
Dell,Notebook,15.6,4,Windows 10,29073.2976,1366,768,0,Intel Core i3,2.0,0,1,0,0,1024.0,AMD,0,0,1,2.2
HP,Notebook,17.3,6,Windows 10,30316.32,1920,1080,1,AMD A10-Series 9600P,2.4,0,1,0,0,2048.0,AMD,0,0,1,2.65
Lenovo,Notebook,15.6,4,Windows 10,16943.04,1366,768,0,Intel Celeron Dual,1.6,0,1,0,0,500.0,Intel,1,0,0,2.1
Acer,Notebook,14.0,4,Chrome OS,19980.0,1366,768,0,Intel Celeron Dual,1.6,0,0,1,0,32.0,Intel,1,0,0,1.45
Lenovo,Notebook,14.0,4,Windows 10,37242.72,1920,1080,0,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,1.7
HP,Workstation,17.3,8,Windows 10,101657.7072,1920,1080,0,Intel Core i7,2.8,0,1,0,0,500.0,Nvidia,0,1,0,3.14
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,137995.2,2560,1440,0,Intel Core i7,2.7,1,0,0,0,256.0,Intel,1,0,0,1.42
Toshiba,Notebook,13.3,8,Windows 10,51841.44,1920,1080,1,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,1.5
Acer,Netbook,11.6,4,Windows 10,14332.32,1366,768,0,Intel Celeron Dual,1.6,0,0,1,0,32.0,Intel,1,0,0,1.4
Lenovo,2 in 1 Convertible,14.0,16,Windows 10,93186.72,1920,1080,0,Intel Core i7,2.7,1,0,0,0,512.0,Intel,1,0,0,1.38
Asus,2 in 1 Convertible,12.5,4,Chrome OS,35644.32,1920,1080,0,Intel Core M,0.9,0,0,1,0,64.0,Intel,1,0,0,1.2
Toshiba,Ultrabook,13.3,16,Windows 10,100006.56,1920,1080,0,Intel Core i7,2.5,1,0,0,0,512.0,Intel,1,0,0,1.36
Dell,Gaming,15.6,8,Windows 10,43636.32,1920,1080,0,Intel Core i5,2.5,0,1,0,0,1024.0,Nvidia,0,1,0,2.56
Lenovo,Notebook,15.6,4,Windows 10,21258.72,1920,1080,0,AMD A9-Series 9420,2.9,1,0,0,0,256.0,AMD,0,0,1,2.2
Lenovo,Notebook,15.6,8,Windows 10,22857.12,1366,768,0,AMD A12-Series 9720P,3.6,0,1,0,0,1024.0,AMD,0,0,1,2.2
Lenovo,Notebook,15.6,4,Windows 10,33110.856,1920,1080,0,Intel Core i5,2.5,0,1,0,0,2048.0,Intel,1,0,0,2.1
Lenovo,Notebook,15.6,4,No OS,23976.0,1366,768,0,Intel Core i3,2.0,0,1,0,0,500.0,Intel,1,0,0,1.9
Dell,Notebook,15.6,8,Windows 10,42357.6,1920,1080,0,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,2.18
Lenovo,Workstation,15.6,16,Windows 7,98834.4,1920,1080,0,Intel Core i7,2.5,1,0,0,0,512.0,Nvidia,0,1,0,2.18
Lenovo,Notebook,14.0,8,Windows 10,63456.48,1920,1080,0,Intel Core i5,2.3,1,0,0,0,256.0,Intel,1,0,0,1.8
HP,Notebook,17.3,6,Windows 10,34898.9328,1920,1080,1,AMD A10-Series 9620P,2.5,0,1,0,0,2048.0,AMD,0,0,1,2.71
Lenovo,Gaming,15.6,8,Windows 10,66546.72,1920,1080,1,Intel Core i7,2.8,1,1,0,0,1152.0,Nvidia,0,1,0,2.5
Dell,Notebook,14.0,8,Linux,58021.92,1920,1080,0,Intel Core i5,2.8,1,0,0,0,256.0,Nvidia,0,1,0,1.64
Dell,Notebook,15.6,8,Linux,38681.28,1920,1080,0,Intel Core i5,2.5,0,1,0,0,1024.0,Intel,1,0,0,1.98
Asus,Notebook,14.0,4,Windows 10,15877.44,1920,1080,0,Intel Celeron Dual,1.1,0,0,1,0,32.0,Intel,1,0,0,1.5
Dell,Notebook,15.6,16,Windows 10,76012.4448,1920,1080,0,Intel Core i5,2.6,1,0,0,0,512.0,Intel,1,0,0,1.93
Lenovo,Notebook,14.0,8,Windows 10,45664.6896,1920,1080,1,Intel Core i5,2.5,1,0,0,0,256.0,Nvidia,0,1,0,1.87
Dell,Notebook,15.6,8,Windows 10,62817.12,1920,1080,0,Intel Core i5,2.6,1,0,0,0,256.0,Intel,1,0,0,1.9
Lenovo,Notebook,15.6,4,Windows 10,15877.44,1366,768,0,AMD A6-Series 7310,2.0,0,1,0,0,500.0,AMD,0,0,1,2.19
Mediacom,Notebook,14.0,4,Windows 10,14119.2,1920,1200,1,Intel Atom Z8350,1.92,0,1,0,0,32.0,Intel,1,0,0,1.4
HP,Notebook,17.3,8,Windows 10,63936.0,1920,1080,0,Intel Core i7,2.7,1,0,0,0,256.0,Nvidia,0,1,0,2.63
Lenovo,Ultrabook,14.0,64,Windows 10,89864.1792,2560,1440,1,Intel Core i7,2.5,1,0,0,0,512.0,Intel,1,0,0,1.17
HP,2 in 1 Convertible,13.3,8,Windows 10,44574.048,1366,768,1,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,1.58
Lenovo,Ultrabook,14.0,8,Windows 10,79866.72,1920,1080,1,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,1.32
Dell,Gaming,17.3,32,Windows 10,194972.832,3840,2160,0,Intel Core i7,2.8,1,1,0,0,2048.0,Nvidia,0,1,0,4.36
MSI,Gaming,17.3,8,Windows 10,71847.0144,1920,1080,0,Intel Core i7,2.8,1,1,0,0,1152.0,Nvidia,0,1,0,2.7
Lenovo,Notebook,15.6,4,No OS,26101.872,1366,768,0,Intel Core i5,2.5,0,1,0,0,1024.0,Intel,1,0,0,1.9
Dell,2 in 1 Convertible,13.3,4,Windows 10,34578.72,1920,1080,0,Intel Core i3,2.4,0,1,0,0,1024.0,Intel,1,0,0,1.71
Dell,Notebook,15.6,8,Linux,31409.6256,1366,768,0,Intel Core i5,2.5,0,1,0,0,1024.0,AMD,0,0,1,2.32
HP,Notebook,15.6,4,Windows 10,26053.92,1920,1080,0,AMD A9-Series 9420,3.0,0,1,0,0,1024.0,AMD,0,0,1,2.1
Acer,Gaming,17.3,16,Windows 10,103096.8,1920,1080,1,Intel Core i7,2.6,1,1,0,0,1152.0,Nvidia,0,1,0,4.2
Dell,Notebook,15.6,12,Windows 10,34578.72,1366,768,0,Intel Core i5,2.5,0,1,0,0,1024.0,Intel,1,0,0,2.25
HP,Notebook,15.6,6,Windows 10,34632.0,1920,1080,0,AMD A9-Series A9-9420,3.0,1,1,0,0,1152.0,AMD,0,0,1,2.1
Acer,Notebook,15.6,4,Windows 10,29783.52,1366,768,0,Intel Core i5,2.5,0,1,0,0,500.0,Intel,1,0,0,2.4
Lenovo,Notebook,13.3,8,Windows 10,51148.8,1920,1080,1,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,1.44
Lenovo,Notebook,15.6,4,Windows 10,41505.12,1920,1080,0,Intel Core i7,2.7,0,1,0,0,1024.0,Intel,1,0,0,1.85
HP,Workstation,15.6,16,Windows 10,128884.32,1920,1080,0,Intel Core i7,2.8,1,0,0,0,256.0,Nvidia,0,1,0,2.6
Dell,2 in 1 Convertible,13.3,8,Windows 10,35111.52,1920,1080,0,Intel Core i5,1.6,0,1,0,0,1024.0,Intel,1,0,0,1.55
MSI,Gaming,15.6,16,Windows 10,111593.8944,1920,1080,0,Intel Core i7,2.8,1,1,0,0,1280.0,Nvidia,0,1,0,1.8
Acer,Notebook,15.6,4,Windows 10,21887.424,1366,768,0,Intel Core i3,2.0,0,1,0,0,500.0,Intel,1,0,0,2.4
Dell,Notebook,15.6,8,Windows 10,64308.96,1920,1080,0,Intel Core i7,2.7,1,1,0,0,1152.0,Nvidia,0,1,0,2.0
Dell,Notebook,15.6,8,Windows 10,35431.2,1366,768,0,Intel Core i3,2.0,1,0,0,0,256.0,Intel,1,0,0,2.0
Toshiba,Notebook,14.0,8,Windows 10,81784.8,1920,1080,1,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,1.25
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,53226.72,1920,1080,0,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,1.7
Lenovo,Workstation,15.6,16,Windows 10,175770.72,3840,2160,1,Intel Core i7,2.8,1,0,0,0,1024.0,Nvidia,0,1,0,2.5
Acer,Notebook,14.0,2,Chrome OS,17582.4,1366,768,0,Intel Celeron Dual,1.6,0,0,1,0,32.0,Intel,1,0,0,1.68
Samsung,Ultrabook,13.3,16,Windows 10,87858.72,1920,1080,0,Intel Core i7,2.7,1,0,0,0,256.0,Intel,1,0,0,0.81
Dell,Notebook,14.0,8,Windows 10,60031.1088,1366,768,0,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,1.6
HP,Workstation,17.3,16,Windows 7,233845.92,1920,1080,1,Intel Xeon E3-1535M,2.9,1,0,0,0,256.0,Nvidia,0,1,0,3.0
Lenovo,Netbook,11.6,4,Windows 10,25308.0,1366,768,0,Intel Celeron Dual,1.6,1,0,0,0,128.0,Intel,1,0,0,1.4
HP,Notebook,15.6,8,Windows 10,101232.0,1920,1080,0,Intel Core i5,2.4,1,0,0,0,256.0,Intel,1,0,0,1.84
Asus,Notebook,15.6,4,No OS,30849.12,1366,768,0,Intel Core i5,2.3,0,1,0,0,1024.0,Nvidia,0,1,0,2.45
Asus,Notebook,15.6,4,Windows 10,45282.672,1366,768,0,Intel Core i7,2.7,1,0,0,0,256.0,Intel,1,0,0,2.37
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,63882.72,3200,1800,1,Intel Core i5,1.8,1,0,0,0,256.0,Intel,1,0,0,1.3
HP,Notebook,15.6,8,Windows 10,58554.72,1920,1080,1,Intel Core i5,2.5,1,1,0,0,1152.0,Nvidia,0,1,0,2.2
HP,Workstation,15.6,8,Windows 7,83170.08,1920,1080,0,Intel Core i7,2.6,1,0,0,0,256.0,Nvidia,0,1,0,2.59
Dell,Gaming,15.6,16,Windows 10,152859.7872,3840,2160,1,Intel Core i7,2.8,1,1,0,0,1280.0,Nvidia,0,1,0,4.42
Acer,Notebook,15.6,4,Windows 10,31914.72,1366,768,0,Intel Core i5,2.5,1,0,0,0,256.0,Intel,1,0,0,2.1
Lenovo,Gaming,15.6,8,Windows 10,55837.44,1920,1080,1,Intel Core i7,2.8,1,1,0,0,1152.0,Nvidia,0,1,0,2.5
Dell,Ultrabook,12.5,16,Windows 10,99047.52,1920,1080,0,Intel Core i7,2.8,1,0,0,0,256.0,Intel,1,0,0,1.18
Google,Ultrabook,12.3,8,Chrome OS,83063.52,2400,1600,0,Intel Core i5,1.2,1,0,0,0,256.0,Intel,1,0,0,1.1
